bldg_id,in.representative_income,in.sqft..ft2,in.bedrooms,in.cec_climate_zone,in.city,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.dishwasher_usage_level,in.door_area,in.geometry_building_type_acs,in.geometry_building_type_height,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_stories,in.geometry_stories_low_rise,in.heating_fuel,in.hot_water_distribution,in.hot_water_fixtures,in.vacancy_status,in.usage_level,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.water_heater_location,in.utility_bill_electricity_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_marginal_rates,out.electricity.net.energy_savings..kwh,out.utility_bills.total_bill_savings..usd,out.energy_burden_savings..percentage,out.emissions_reduction.total.aer_mid_case_avg..co2e_kg
326873,147481.0,1138.0,2,3,"CA, San Mateo",,,80% Usage,80% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 8+ Stories",Multi-Family with 5+ Units,1000-1499,0-1499,8,4,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-477.705844426,86.5999999999999,0.0587194282653358,690.0455365573
327092,77794.0,1138.0,3,3,"CA, Redwood City",,,120% Usage,120% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,130% Usage,Occupied,High,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-342.893152134001,97.75,0.125652363935522,613.7966591603
327196,32414.0,623.0,2,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,500-749,0-1499,2,2,Natural Gas,Uninsulated,120% Usage,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-841.113971474,104.35,0.321928796199174,1055.1873944073
327348,154711.0,3310.0,4,3,"CA, San Bruno",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-660.875263300999,114.62,0.07408652261313,934.5771832243
327725,94954.0,1138.0,2,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1176.0942047126,137.23,0.144522610948459,1440.745444831
328126,5158.0,2179.0,4,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-1322.3366687424,162.23,3.14521132221791,1646.9712158515
328256,416499.0,3310.0,4,4,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,2,2,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-829.977270806399,163.03,0.0391429511235322,1037.8329503311
328348,358566.0,1138.0,2,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,120% Usage,Occupied,High,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,991.166359416399,264.68,0.0738162569791893,84.5904410813
328877,49379.0,1698.0,3,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-724.4716855344,134.83,0.273051297110107,1058.1720322019
329118,88085.0,1228.0,2,3,"CA, San Bruno",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-795.687955593,59.54,0.0675938014417894,859.0449817719
329138,291071.0,2179.0,5,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-1078.7946094062,172.23,0.0591711300679214,1476.8559334067
329985,55390.0,623.0,1,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,3,3,Electricity,Uninsulated,80% Usage,Occupied,Low,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,167.6366521544,44.77,0.0808268640548837,9.23060472949999
330244,269313.0,1138.0,2,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 8+ Stories",Multi-Family with 5+ Units,1000-1499,0-1499,12,4,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-740.8836654656,255.48,0.0948635973755445,1280.8223829401
330537,266114.0,1698.0,3,3,"CA, San Mateo",Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Electricity,Uninsulated,130% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-968.892958081201,154.76,0.0581555273303922,1329.569954944
330840,382845.0,1228.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-875.9894288278,161.11,0.042082304849221,1272.0408346569
331120,48735.0,854.0,2,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,1,1,Electricity,Uninsulated,110% Usage,Occupied,Medium,Electric Tankless,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1572.326291623,419.74,0.861270134400328,110.7944722962
332073,127096.0,2179.0,4,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Electric Premium,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1418.463979768,277.78,0.218559199345377,-235.1377486843
332268,280922.0,1138.0,2,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Electricity,Uninsulated,110% Usage,Occupied,Medium,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,2372.1172421988,633.3,0.225436242088551,173.8302039551
332443,126552.0,1228.0,2,3,"CA, South San Francisco",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-567.678662977399,61.470000000000304,0.0485729186421393,673.6436364581
332453,195619.0,1138.0,2,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,130% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-599.037267488799,28.6299999999999,0.0146355926571549,591.6568155806
332707,129350.0,2179.0,5,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,150% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-651.7900601248,140.04,0.108264398917665,1015.9335107075
332865,,1228.0,2,3,"CA, San Mateo",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Propane,Uninsulated,110% Usage,Vacant,Medium,Propane Standard,Propane,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-156.4999514868,110.1,,410.6643881032
333668,282618.0,2179.0,3,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Natural Gas,Uninsulated,140% Usage,Occupied,High,Natural Gas Tankless,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-1145.0286712714,89.9500000000003,0.0318274136820727,1252.4501801966
333784,248508.0,1698.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-552.7320383972,117.56,0.047306324142482,851.937189334
335080,4293.0,1138.0,2,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Electricity,Uninsulated,50% Usage,Occupied,Low,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1581.4114947992,422.19,9.83438155136268,123.9441151025
335158,124805.0,1682.0,3,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1500-1999,1500-2499,3,3,Electricity,Uninsulated,100% Usage,Occupied,Medium,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1709.1904814064,456.3,0.365610352149353,131.1970570988
335441,82125.0,1138.0,2,3,In another census Place,EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Electricity,Uninsulated,80% Usage,Occupied,Low,Electric Premium,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,334.6871621684,89.3600000000001,0.108809741248098,19.9852798222
335880,235187.0,1138.0,3,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-745.865873659,88.1699999999999,0.0374893170115694,914.1927421165
336209,117177.0,1678.0,3,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-715.9726244986,54.46,0.0464766976454423,776.6181762955
336922,313337.0,5587.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,4000,4000,2,2,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-604.6056178226,126.59,0.0404005910569136,929.4651972144
337226,90974.0,3310.0,3,3,In another census Place,EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,2,2,Other Fuel,Uninsulated,70% Usage,Occupied,Low,Electric Standard,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,1619.217662855,425.16,0.467342317585244,126.55227123
337283,97984.0,854.0,1,3,"CA, South San Francisco",,,120% Usage,120% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,170% Usage,Occupied,High,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,2410.2164813248,643.46,0.656699052906597,206.9061595755
337514,,322.0,2,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 4-7 Stories",Multi-Family with 5+ Units,0-499,0-1499,4,4,Electricity,Uninsulated,90% Usage,Vacant,Medium,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,185.2209163664,49.47,,17.6129917271
337571,,623.0,1,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 4-7 Stories",Multi-Family with 5+ Units,500-749,0-1499,5,4,Electricity,Uninsulated,90% Usage,Vacant,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-68.871701497,48.27,,220.3324937275
337654,165890.0,2678.0,4,3,"CA, San Mateo",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,2,2,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Natural Gas Tankless,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-481.222697268399,-1.20999999999958,-0.0007293989993368,393.2101537056
338403,91243.0,623.0,1,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,2,2,Natural Gas,Uninsulated,120% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-618.966100262399,10.25,0.0112337384785683,541.317134358
338565,274266.0,1698.0,3,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,140% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-585.849069329799,159.57,0.0581807442409923,1024.9962862601
341484,147645.0,2678.0,3,3,"CA, San Mateo",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-337.9109439406,35.8800000000001,0.0243015340851365,398.3584271051
341845,190180.0,1698.0,3,3,"CA, San Bruno",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1699.5191360898,453.74,0.238584498895783,137.5473502788
342668,254769.0,881.0,3,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-759.3471428882,146.35,0.0574441945448621,1125.4307088255
342985,53672.0,1698.0,3,3,"CA, Daly City",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,60% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-241.4905618448,62.5100000000002,0.116466686540469,408.57786320120096
343112,399323.0,1228.0,4,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-577.350008294,114.91,0.0287762037248042,862.0659069561
343166,60506.0,854.0,2,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Natural Gas,Uninsulated,120% Usage,Occupied,High,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-829.391128666,121.38,0.200608204145044,1093.6792429255
343278,261599.0,2179.0,4,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-525.1833577984,89.7599999999998,0.0343120577678049,738.3485880386
343292,188001.0,2179.0,3,3,In another census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-646.5147808612,175.15,0.0931643980617125,1126.7143752326
343922,300566.0,1678.0,2,3,"CA, Daly City",EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,2,2,Electricity,Uninsulated,200% Usage,Occupied,High,Electric Tankless,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,2774.7968926536,740.81,0.24647165680749,219.765503265
344204,64859.0,298.0,1,3,"CA, Redwood City",,,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,0-499,0-1499,1,1,Electricity,Uninsulated,110% Usage,Occupied,Medium,Electric Tankless,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,2394.6837146042,639.3,0.985676621594536,175.8849773912
344433,51862.0,854.0,2,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Electricity,Uninsulated,130% Usage,Occupied,High,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,3589.5344678096,958.29,1.84776907948016,272.9945678845
344609,,2179.0,4,3,"CA, Daly City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Electricity,Uninsulated,110% Usage,Vacant,Medium,Electric Tankless,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-190.49619563,-50.8499999999999,,-18.9737688371
344650,107681.0,1698.0,3,3,In another census Place,EnergyStar,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Electric Tankless,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1128.9097624104,272.13,0.252718678318366,-13.3628312202002
345757,16607.0,5587.0,3,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,4000,4000,2,2,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-398.8697265422,43.6199999999999,0.262660323959778,471.822247350301
346367,6549.0,623.0,1,3,"CA, Daly City",,,80% Usage,80% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,3,3,,Uninsulated,60% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-241.1974907746,94.9899999999999,1.45045045045045,318.5851369932
346632,118617.0,1138.0,2,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1137.4088234462,264.3,0.222817977187081,-35.1851601409001
